image_path,source_dataset,source_label,unified_label
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899d_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899h_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15063899v_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899d_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899d_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15064899h_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15067999_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15067999d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069399_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069399h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069499_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069499v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069699_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069699d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15069699h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071199_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071199_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071199d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071199d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071199v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499d_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499d_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499h_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499h_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499v_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499v_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071499v_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699d_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699v_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15071699v_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072299h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072299h_12.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072299v_11.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072799_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072799_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072799d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072799v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072799v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072d_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072h_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15072v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150730_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15073d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15073h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15073h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15073v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15073v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15074099d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15074099d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_15074099h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150760_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150760d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150760h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150760v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150800v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150814d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150814d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150814d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150814h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150814v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150820_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150820d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150820h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150820v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150907h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150949_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150949d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150949h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150949v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150950v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150951v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952d_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952d_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_150952h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028_8.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028d_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028d_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028d_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028v_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160028v_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160029v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041d_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041d_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041h_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160041v_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160046h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047h_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160047v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_16008299_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_16008299h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_16008299v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160096_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160096d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169_7.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169d_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169d_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169v_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169v_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169v_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160169v_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160175d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160175h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435d_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435d_3.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435d_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435v_4.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435v_5.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160435v_6.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160437_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160437_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160437h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160437v_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160437v_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160438d_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160438h_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_160438h_2.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_16044099_1.jpg,insulator,pollution_flashover,insulator_damage
data/raw/insulator/pollution_flashover/pollution_flashover__train_16044099_2.jpg,insulator,pollution_flashover,insulator_damage
